Iteration,Best_Clique_Size,Best_Clique
0,30,"[481, 593, 586, 137, 144, 105, 483, 561, 558, 504, 294, 253, 218, 648, 467, 653, 148, 666, 652, 353, 324, 396, 222, 682, 14, 611, 325, 578, 114, 16]"
1,31,"[165, 659, 635, 259, 536, 251, 222, 121, 267, 681, 78, 109, 105, 76, 75, 672, 68, 148, 367, 247, 558, 607, 114, 29, 86, 127, 561, 294, 648, 578, 353]"
2,31,"[165, 659, 635, 259, 536, 251, 222, 121, 267, 681, 78, 109, 105, 76, 75, 672, 68, 148, 367, 247, 558, 607, 114, 29, 86, 127, 561, 294, 648, 578, 353]"
3,31,"[165, 659, 635, 259, 536, 251, 222, 121, 267, 681, 78, 109, 105, 76, 75, 672, 68, 148, 367, 247, 558, 607, 114, 29, 86, 127, 561, 294, 648, 578, 353]"
4,32,"[252, 211, 158, 325, 127, 434, 140, 386, 30, 512, 121, 356, 417, 247, 344, 653, 666, 126, 75, 114, 561, 611, 578, 148, 218, 189, 548, 677, 29, 294, 78, 494]"
5,32,"[252, 211, 158, 325, 127, 434, 140, 386, 30, 512, 121, 356, 417, 247, 344, 653, 666, 126, 75, 114, 561, 611, 578, 148, 218, 189, 548, 677, 29, 294, 78, 494]"
6,32,"[252, 211, 158, 325, 127, 434, 140, 386, 30, 512, 121, 356, 417, 247, 344, 653, 666, 126, 75, 114, 561, 611, 578, 148, 218, 189, 548, 677, 29, 294, 78, 494]"
7,32,"[252, 211, 158, 325, 127, 434, 140, 386, 30, 512, 121, 356, 417, 247, 344, 653, 666, 126, 75, 114, 561, 611, 578, 148, 218, 189, 548, 677, 29, 294, 78, 494]"
8,33,"[96, 666, 467, 131, 381, 578, 672, 121, 30, 322, 86, 607, 356, 252, 417, 189, 622, 24, 391, 524, 128, 78, 267, 185, 151, 324, 350, 510, 592, 372, 401, 677, 294]"
9,36,"[514, 252, 131, 121, 151, 360, 29, 260, 494, 349, 322, 291, 211, 372, 305, 289, 548, 534, 239, 316, 512, 126, 350, 86, 458, 148, 561, 242, 677, 648, 75, 611, 586, 284, 607, 294]"
10,36,"[514, 252, 131, 121, 151, 360, 29, 260, 494, 349, 322, 291, 211, 372, 305, 289, 548, 534, 239, 316, 512, 126, 350, 86, 458, 148, 561, 242, 677, 648, 75, 611, 586, 284, 607, 294]"
11,36,"[514, 252, 131, 121, 151, 360, 29, 260, 494, 349, 322, 291, 211, 372, 305, 289, 548, 534, 239, 316, 512, 126, 350, 86, 458, 148, 561, 242, 677, 648, 75, 611, 586, 284, 607, 294]"
12,36,"[514, 252, 131, 121, 151, 360, 29, 260, 494, 349, 322, 291, 211, 372, 305, 289, 548, 534, 239, 316, 512, 126, 350, 86, 458, 148, 561, 242, 677, 648, 75, 611, 586, 284, 607, 294]"
13,36,"[514, 252, 131, 121, 151, 360, 29, 260, 494, 349, 322, 291, 211, 372, 305, 289, 548, 534, 239, 316, 512, 126, 350, 86, 458, 148, 561, 242, 677, 648, 75, 611, 586, 284, 607, 294]"
