Iteration,Best_Clique_Size,Best_Clique
0,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
1,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
2,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
3,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
4,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
5,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
6,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
7,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
8,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
9,33,"[586, 25, 128, 114, 353, 458, 121, 14, 521, 224, 305, 323, 455, 635, 657, 238, 78, 148, 578, 291, 611, 47, 362, 582, 378, 49, 488, 316, 536, 396, 117, 86, 607]"
