Iteration,Best_Clique_Size,Best_Clique
0,32,"[185, 496, 127, 131, 251, 582, 211, 660, 401, 675, 78, 30, 322, 296, 68, 483, 467, 592, 417, 222, 141, 189, 316, 578, 294, 121, 666, 105, 391, 281, 607, 524]"
1,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
2,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
3,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
4,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
5,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
6,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
7,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
8,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
9,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
10,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
11,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
12,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
13,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
14,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
15,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
16,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
17,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
18,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
19,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
20,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
21,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
22,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
23,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
24,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
25,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
26,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
27,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
28,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
29,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
30,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
31,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
32,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
33,36,"[666, 239, 618, 106, 573, 211, 575, 316, 346, 494, 360, 586, 15, 53, 255, 86, 117, 188, 237, 578, 396, 548, 685, 378, 75, 289, 677, 622, 294, 151, 322, 561, 607, 267, 291, 121]"
34,37,"[212, 118, 607, 349, 325, 660, 635, 188, 296, 453, 294, 189, 105, 593, 316, 494, 53, 657, 586, 281, 211, 121, 14, 238, 561, 467, 648, 675, 344, 324, 114, 666, 378, 75, 148, 192, 578]"
35,37,"[212, 118, 607, 349, 325, 660, 635, 188, 296, 453, 294, 189, 105, 593, 316, 494, 53, 657, 586, 281, 211, 121, 14, 238, 561, 467, 648, 675, 344, 324, 114, 666, 378, 75, 148, 192, 578]"
36,37,"[212, 118, 607, 349, 325, 660, 635, 188, 296, 453, 294, 189, 105, 593, 316, 494, 53, 657, 586, 281, 211, 121, 14, 238, 561, 467, 648, 675, 344, 324, 114, 666, 378, 75, 148, 192, 578]"
37,37,"[212, 118, 607, 349, 325, 660, 635, 188, 296, 453, 294, 189, 105, 593, 316, 494, 53, 657, 586, 281, 211, 121, 14, 238, 561, 467, 648, 675, 344, 324, 114, 666, 378, 75, 148, 192, 578]"
