Iteration,Best_Clique_Size,Best_Clique
0,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
1,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
2,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
3,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
4,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
5,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
6,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
7,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
8,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
9,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
10,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
11,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
12,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
13,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
14,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
15,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
16,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
17,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
18,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
19,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
20,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
21,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
22,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
23,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
24,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
25,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
26,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
27,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
28,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
29,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
30,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
31,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
32,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
33,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
34,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
35,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
36,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
37,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
38,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
39,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
40,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
41,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
42,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
43,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
44,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
45,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
46,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
47,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
48,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
49,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
50,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
51,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
52,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
53,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
54,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
55,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
56,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
57,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
58,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
59,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
60,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
61,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
62,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
63,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
64,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
65,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
66,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
67,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
68,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
69,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
70,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
71,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
72,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
73,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
74,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
75,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
76,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
77,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
78,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
79,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
80,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
81,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
82,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
83,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
84,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
85,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
86,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
87,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
88,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
89,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
90,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
91,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
92,12,"[43, 256, 29, 162, 56, 400, 306, 288, 455, 150, 323, 474]"
93,13,"[131, 121, 454, 424, 59, 475, 447, 141, 312, 438, 441, 88, 479]"
