Iteration,Best_Clique_Size,Best_Clique
0,30,"[134, 618, 257, 108, 417, 573, 247, 347, 75, 255, 252, 607, 141, 78, 386, 331, 18, 121, 29, 548, 666, 325, 294, 524, 15, 151, 189, 267, 237, 316]"
1,31,"[370, 406, 666, 575, 238, 16, 498, 582, 534, 307, 587, 242, 611, 324, 521, 169, 253, 524, 316, 260, 237, 188, 618, 148, 117, 392, 386, 160, 607, 652, 68]"
2,31,"[370, 406, 666, 575, 238, 16, 498, 582, 534, 307, 587, 242, 611, 324, 521, 169, 253, 524, 316, 260, 237, 188, 618, 148, 117, 392, 386, 160, 607, 652, 68]"
3,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
4,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
5,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
6,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
7,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
8,32,"[160, 224, 553, 49, 614, 275, 367, 492, 151, 406, 417, 611, 14, 29, 117, 18, 536, 378, 144, 607, 494, 192, 114, 578, 593, 148, 586, 53, 583, 128, 105, 458]"
9,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
10,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
11,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
12,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
13,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
14,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
15,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
16,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
17,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
18,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
19,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
20,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
21,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
22,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
23,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
24,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
25,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
26,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
27,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
28,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
29,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
30,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
31,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
32,33,"[253, 510, 356, 30, 151, 294, 278, 116, 391, 611, 392, 324, 657, 140, 648, 18, 14, 561, 677, 121, 583, 666, 295, 211, 386, 188, 578, 607, 247, 524, 242, 148, 349]"
33,34,"[586, 511, 115, 353, 49, 481, 578, 349, 561, 114, 75, 128, 151, 117, 160, 72, 660, 173, 611, 536, 239, 14, 406, 53, 666, 237, 192, 583, 86, 148, 392, 324, 512, 116]"
34,34,"[586, 511, 115, 353, 49, 481, 578, 349, 561, 114, 75, 128, 151, 117, 160, 72, 660, 173, 611, 536, 239, 14, 406, 53, 666, 237, 192, 583, 86, 148, 392, 324, 512, 116]"
35,34,"[586, 511, 115, 353, 49, 481, 578, 349, 561, 114, 75, 128, 151, 117, 160, 72, 660, 173, 611, 536, 239, 14, 406, 53, 666, 237, 192, 583, 86, 148, 392, 324, 512, 116]"
36,36,"[449, 666, 251, 396, 372, 114, 657, 275, 635, 36, 105, 212, 148, 406, 586, 291, 322, 78, 561, 95, 510, 344, 53, 350, 353, 75, 126, 580, 247, 607, 118, 578, 378, 294, 128, 316]"
37,36,"[449, 666, 251, 396, 372, 114, 657, 275, 635, 36, 105, 212, 148, 406, 586, 291, 322, 78, 561, 95, 510, 344, 53, 350, 353, 75, 126, 580, 247, 607, 118, 578, 378, 294, 128, 316]"
38,36,"[449, 666, 251, 396, 372, 114, 657, 275, 635, 36, 105, 212, 148, 406, 586, 291, 322, 78, 561, 95, 510, 344, 53, 350, 353, 75, 126, 580, 247, 607, 118, 578, 378, 294, 128, 316]"
39,36,"[449, 666, 251, 396, 372, 114, 657, 275, 635, 36, 105, 212, 148, 406, 586, 291, 322, 78, 561, 95, 510, 344, 53, 350, 353, 75, 126, 580, 247, 607, 118, 578, 378, 294, 128, 316]"
40,36,"[449, 666, 251, 396, 372, 114, 657, 275, 635, 36, 105, 212, 148, 406, 586, 291, 322, 78, 561, 95, 510, 344, 53, 350, 353, 75, 126, 580, 247, 607, 118, 578, 378, 294, 128, 316]"
