Iteration,Best_Clique_Size,Best_Clique
0,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
1,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
2,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
3,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
4,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
5,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
6,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
7,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
8,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
9,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
10,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
11,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
12,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
13,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
14,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
15,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
16,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
17,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
18,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
19,11,"[38, 316, 230, 111, 155, 314, 297, 132, 179, 439, 153]"
20,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
21,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
22,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
23,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
24,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
25,12,"[146, 277, 94, 137, 129, 119, 325, 126, 192, 47, 267, 32]"
