Iteration,Best_Clique_Size,Best_Clique
0,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
1,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
2,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
3,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
4,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
5,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
6,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
7,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
8,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
9,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
10,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
11,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
12,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
13,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
14,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
15,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
16,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
17,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
18,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
19,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
20,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
21,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
22,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
23,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
24,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
25,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
26,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
27,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
28,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
29,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
30,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
31,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
32,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
33,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
34,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
35,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
36,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
37,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
38,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
39,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
40,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
41,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
42,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
43,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
44,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
45,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
46,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
47,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
48,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
49,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
50,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
51,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
52,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
53,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
54,12,"[379, 81, 33, 418, 122, 323, 282, 83, 250, 90, 60, 449]"
