Iteration,Best_Clique_Size,Best_Clique
0,10,"[45, 54, 488, 448, 162, 266, 396, 205, 169, 44]"
1,10,"[45, 54, 488, 448, 162, 266, 396, 205, 169, 44]"
2,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
3,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
4,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
5,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
6,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
7,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
8,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
9,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
10,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
11,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
12,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
13,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
14,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
15,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
16,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
17,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
18,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
19,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
20,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
21,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
22,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
23,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
24,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
25,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
26,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
27,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
28,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
29,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
30,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
31,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
32,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
33,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
34,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
35,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
36,11,"[10, 117, 200, 66, 366, 129, 229, 416, 487, 74, 494]"
