Iteration,Best_Clique_Size,Best_Clique
0,11,"[443, 56, 24, 411, 463, 125, 465, 99, 14, 476, 409]"
1,11,"[443, 56, 24, 411, 463, 125, 465, 99, 14, 476, 409]"
2,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
3,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
4,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
5,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
6,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
7,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
8,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
9,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
10,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
11,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
12,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
13,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
14,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
15,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
16,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
17,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
18,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
19,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
20,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
21,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
22,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
23,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
24,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
25,12,"[316, 225, 58, 414, 3, 378, 169, 231, 294, 186, 54, 126]"
