Iteration,Best_Clique_Size,Best_Clique
0,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
1,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
2,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
3,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
4,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
5,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
6,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
7,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
8,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
9,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
10,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
11,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
12,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
13,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
14,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
15,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
16,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
17,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
18,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
19,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
20,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
21,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
22,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
23,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
24,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
25,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
26,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
27,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
28,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
29,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
30,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
31,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
32,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
33,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
34,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
35,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
36,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
37,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
38,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
39,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
40,11,"[112, 218, 495, 494, 53, 92, 116, 486, 466, 81, 60]"
41,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
42,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
43,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
44,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
45,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
46,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
47,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
48,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
49,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
50,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
51,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
52,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
53,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
54,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
55,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
56,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
57,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
58,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
59,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
60,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
61,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
62,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
63,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
64,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
65,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
66,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
67,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
68,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
69,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
70,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
71,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
72,12,"[401, 403, 352, 226, 177, 385, 90, 415, 388, 406, 461, 233]"
