Iteration,Best_Clique_Size,Best_Clique
0,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
1,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
2,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
3,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
4,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
5,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
6,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
7,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
8,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
9,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
10,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
11,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
12,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
13,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
14,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
15,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
16,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
17,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
18,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
19,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
20,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
21,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
22,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
23,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
24,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
25,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
26,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
27,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
28,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
29,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
30,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
31,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
32,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
33,11,"[309, 374, 478, 13, 414, 291, 277, 352, 111, 8, 301]"
34,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
35,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
36,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
37,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
38,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
39,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
40,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
41,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
42,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
43,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
44,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
45,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
46,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
47,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
48,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
49,12,"[5, 141, 474, 425, 487, 463, 115, 432, 229, 322, 325, 36]"
