Iteration,Best_Clique_Size,Best_Clique
0,11,"[300, 45, 126, 355, 255, 352, 289, 169, 160, 312, 233]"
1,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
2,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
3,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
4,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
5,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
6,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
7,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
8,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
9,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
10,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
11,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
12,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
13,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
14,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
15,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
16,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
17,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
18,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
19,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
20,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
21,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
22,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
23,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
24,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
25,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
26,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
27,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
28,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
29,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
30,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
31,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
32,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
33,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
34,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
35,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
36,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
37,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
38,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
39,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
40,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
41,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
42,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
43,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
44,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
45,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
46,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
47,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
48,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
49,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
50,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
51,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
52,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
53,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
54,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
55,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
56,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
57,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
58,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
59,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
60,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
61,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
62,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
63,12,"[157, 280, 123, 290, 422, 335, 294, 223, 226, 53, 147, 166]"
