Iteration,Best_Clique_Size,Best_Clique
0,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
1,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
2,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
3,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
4,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
5,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
6,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
7,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
8,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
9,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
10,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
11,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
12,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
13,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
14,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
15,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
16,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
17,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
18,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
19,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
20,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
21,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
22,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
23,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
24,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
25,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
26,11,"[328, 138, 129, 242, 32, 351, 358, 368, 290, 85, 303]"
