Iteration,Best_Clique_Size,Best_Clique
0,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
1,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
2,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
3,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
4,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
5,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
6,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
7,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
8,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
9,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
10,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
11,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
12,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
13,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
14,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
15,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
16,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
17,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
18,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
19,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
20,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
21,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
22,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
23,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
24,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
25,11,"[220, 291, 229, 285, 277, 478, 331, 472, 167, 247, 301]"
26,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
27,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
28,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
29,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
30,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
31,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
32,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
33,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
34,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
35,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
36,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
37,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
38,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
39,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
40,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
41,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
42,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
43,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
44,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
45,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
46,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
47,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
48,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
49,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
50,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
51,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
52,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
53,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
54,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
55,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
56,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
57,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
58,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
59,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
60,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
61,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
62,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
63,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
64,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
65,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
66,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
67,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
68,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
69,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
70,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
71,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
72,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
73,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
74,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
75,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
76,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
77,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
78,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
79,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
80,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
81,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
82,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
83,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
84,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
85,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
86,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
87,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
88,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
89,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
90,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
91,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
92,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
93,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
94,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
95,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
96,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
97,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
98,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
99,12,"[245, 392, 318, 296, 171, 143, 261, 200, 162, 246, 234, 335]"
