Iteration,Best_Clique_Size,Best_Clique
0,33,"[367, 141, 691, 498, 189, 251, 401, 24, 29, 118, 238, 578, 607, 305, 86, 151, 211, 116, 242, 291, 392, 121, 583, 561, 239, 677, 15, 75, 460, 192, 648, 524, 105]"
1,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
2,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
3,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
4,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
5,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
6,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
7,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
8,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
9,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
10,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
11,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
12,34,"[609, 512, 651, 586, 296, 659, 291, 294, 126, 372, 465, 648, 592, 295, 510, 324, 344, 677, 353, 378, 467, 121, 583, 316, 114, 53, 151, 322, 401, 252, 578, 75, 494, 536]"
