Iteration,Best_Clique_Size,Best_Clique
0,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
1,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
2,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
3,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
4,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
5,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
6,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
7,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
8,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
9,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
10,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
11,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
12,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
13,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
14,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
15,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
16,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
17,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
18,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
19,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
20,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
21,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
22,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
23,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
24,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
25,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
26,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
27,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
28,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
29,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
30,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
31,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
32,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
33,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
34,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
35,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
36,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
37,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
38,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
39,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
40,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
41,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
42,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
43,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
44,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
45,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
46,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
47,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
48,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
49,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
50,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
51,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
52,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
53,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
54,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
55,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
56,11,"[213, 232, 451, 358, 72, 402, 468, 338, 281, 27, 269]"
57,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
58,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
59,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
60,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
61,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
62,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
63,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
64,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
65,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
66,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
67,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
68,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
69,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
70,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
71,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
72,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
73,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
74,12,"[138, 154, 252, 89, 467, 479, 439, 218, 453, 273, 109, 250]"
