Iteration,Best_Clique_Size,Best_Clique
0,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
1,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
2,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
3,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
4,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
5,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
6,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
7,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
8,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
9,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
10,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
11,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
12,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
13,11,"[140, 185, 372, 235, 394, 51, 362, 165, 342, 70, 487]"
14,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
15,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
16,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
17,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
18,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
19,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
20,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
21,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
22,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
23,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
24,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
25,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
26,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
27,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
28,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
29,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
30,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
31,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
32,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
33,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
34,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
35,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
36,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
37,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
38,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
39,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
40,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
41,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
42,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
43,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
44,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
45,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
46,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
47,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
48,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
49,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
50,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
51,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
52,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
53,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
54,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
55,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
56,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
57,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
58,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
59,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
60,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
61,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
62,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
63,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
64,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
65,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
66,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
67,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
68,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
69,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
70,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
71,12,"[182, 103, 282, 287, 201, 471, 215, 268, 300, 323, 7, 347]"
